creationDate|Comment.id|Person.id
2012-12-24T06:33:29.979+00:00|1168231106771|28587302322196
2012-12-24T06:41:24.046+00:00|1168231106773|35184372088834
2012-12-24T10:56:45.804+00:00|1168231106774|28587302322180
2012-12-24T07:31:41.242+00:00|1168231106775|32985348833329
2012-12-24T02:34:00.543+00:00|1168231106776|30786325577731
2012-12-24T10:12:48.008+00:00|1168231106777|2199023255557
2012-12-24T10:51:08.322+00:00|1168231106778|14
2012-12-24T01:29:39.418+00:00|1168231106779|10995116277783
2012-12-24T10:13:35.517+00:00|1168231106780|8796093022234
2012-12-24T11:14:07.007+00:00|1168231106781|28587302322223
2012-12-24T10:30:32.404+00:00|1168231106816|15393162788877
2012-12-24T13:16:20.011+00:00|1168231106817|26388279066668
2012-12-24T23:32:04.454+00:00|1168231106818|28587302322209
2012-12-24T23:38:14.186+00:00|1168231106819|28587302322223
2012-12-24T19:54:31.665+00:00|1168231106820|35184372088856
2012-12-24T13:21:45.221+00:00|1168231106821|16
2012-12-24T10:19:41.864+00:00|1168231106822|28587302322191
2012-12-24T06:00:49.281+00:00|1168231107131|15393162788877
2012-12-24T20:16:21.517+00:00|1168231109240|26388279066668
2012-12-24T23:09:56.669+00:00|1168231109241|8796093022244
2012-12-24T18:28:38.183+00:00|1168231109243|26388279066641
