1356428735427|1356998400000|false|1168231106735|""|0.0.0.136|2|1|About Katarina Srebotnik,  of January 16, 2012), including one doubles Grand Slam title, as|92|824633721058
1354758915450|1355269512518|false|1168231106754|""|0.0.0.117|1|1|About Katarina Srebotnik, ady top 30 player for several years. However, she had her best re|91|824633721058
1353863735678|1356998400000|false|1168231106764|""|0.0.0.215|1|1|About Katarina Srebotnik,  4 singles titles on the WTA-tour and was a steady top 30 player f|92|824633721058
1354705649445|1356998400000|false|1168231106765|""|0.0.0.61|3|1|About Katarina Srebotnik,  Dubai. She reached a career-high ranking of No. 20 on the Sony|89|824633721058
1356255724109|1356998400000|false|1168231106770|""|0.0.0.249|1|1|About Katarina Srebotnik, r on August 7, 2006. Srebotnik won 4 singles titles on the WTA-tour and|98|824633721058
1355958869769|1356998400000|false|1168231106783|""|0.0.0.54|0|1|About Katarina Srebotnik, f No. 20 on the Sony Ericsson WTA Tour on August 7, 2006. Srebotnik won 4 singles titles on the WTA-tour and was a steady|148|824633721058
1351480027328|1356998400000|false|1099511630055|""|0.0.0.248|1|1|About Katarina Srebotnik, ian professional tennis player. Srebotnik is right-handed, 1.80 m, weighs|100|824633721058
1349455842423|1356998400000|false|1099511630070|""|0.0.0.95|1|1|About Katarina Srebotnik, is player. Srebotnik is right-handed, 1.80 m, weighs 65 kg an|87|824633721058
1348219235370|1356998400000|false|1099511630074|""|0.0.0.101|2|1|About Katarina Srebotnik, nning 30 titles (as of January 16, 2012), including one doubles Grand Slam title, as|111|824633721058
1356344169771|1356998400000|false|1168231106815|""|0.0.0.252|1|1|About Katarina Srebotnik, atarina Srebotnik (born March 12, 1981 in Slovenj Gradec) is a Slovenian|98|824633721058
1350508608480|1356998400000|false|1099511630087|""|0.0.0.12|3|1|About Katarina Srebotnik, and Slam title, as well as five Grand Slam titles in mixed doubles. She rea|101|824633721058
1355906574858|1356998400000|false|1168231106838|""|0.0.0.176|0|1|About Katarina Srebotnik, radec) is a Slovenian professional tennis player. Srebotnik is right-handed, 1.80 m|109|824633721058
1355630445363|1356311378001|false|1168231106851|""|0.0.0.207|1|1|About Katarina Srebotnik,  had her best results on the doubles circuit, winning 30 titles (as of January 16, 2012), including|126|824633721058
1353839659368|1356998400000|false|1168231106870|""|0.0.0.159|2|1|About Katarina Srebotnik, Srebotnik is right-handed, 1.80 m, weighs 65 kg and lives in Dubai. She reached a career-high ranking of No. 20 on the Sony Ericsson WTA Tour on August 7, 2006. Srebotnik won 4 singles|211|824633721058
1334937013597|1356998400000|false|893353199928|""|0.0.0.195|2|1|About Johann Wolfgang von Goethe, 's Journeyman YeAbout Desiderius Erasmus, e also held to CAbout John Rhys-Davies,  Bond f|123|824633721058
1334939623597|1356998400000|false|893353199941|""|0.0.0.142|0|1|About John F. Kennedy,  world in terms of passeAbout John Rhys-Davies, ving Daylights, and Mac|94|824633721058
1334875543597|1356998400000|false|893353199956|""|0.0.0.15|2|1|About John Rhys-Davies,  5 May 1944) is a Welsh actor anAbout John Cage, berate sound; musici|93|824633721058
1334873338597|1356998400000|false|893353199967|""|0.0.0.188|1|1|About Johnny Cash, ohnny Cash. His About John Kerry, achusetts and thAbout John Rhys-Davies, and Tobias in|106|824633721058
1334881753597|1356998400000|false|893353199973|""|0.0.0.106|1|1|Rudyard Kipling's WorksAbout Béla Bartók, entury and is regAbout Arthur Wellesley, 1st Duke of We|97|824633721058
1334945113597|1334945128021|true|893353199983|""|0.0.0.5|2|1|About John Rhys-Davies, Shōgun, Professor Maximillian Arturo in Sliders, King Richard I in Robin of SheAbout Iraq, spections to confirm Iraqi compliance. Bush repeatedly backed demands for unfetAbout Kingdom of León, peninsula shifted|235|824633721058
1343260995066|1356998400000|false|1030792153456|""|0.0.0.31|0|1|About Marc Gicquel, is a professionAbout Howard Hughes, al aviators in About Ludwig van Beethoven,  Vi|102|824633721058
1356793831930|1356998400000|false|1168231106940|""|0.0.0.115|1|1|About Albert Einstein, ed to his explanations of particle theory and the motion of molecules|92|687194767587
1347026166938|1352072456188|false|1030792153477|""|0.0.0.77|2|1|About Albert Einstein,  and with his subsequent theory of gravitation in 1916, he published a paper on the general theory of relativity. He continued to deal with problems of statistical|186|687194767587
1353544788853|1356998400000|false|1168231106960|""|0.0.0.47|0|1|About Albert Einstein,  the Berlin Academy of Sciences. He settled in the U.S. , becoming a citizen in 1940. On th|114|687194767587
1356890523922|1356998400000|false|1168231106975|""|0.0.0.248|1|1|About Albert Einstein, tivity to model the structure of the universe as a whole. He was|87|687194767587
1351573142476|1356998400000|false|1099511630242|""|0.0.0.124|2|1|About Albert Einstein, per on the general theory of relativity. He continued to deal with problems of statistical mechanics and quantum theory, which led to his explanations of particle theory and the motion of molecules. He also investigated the t|248|687194767587
1343105414433|1356998400000|false|1030792153517|""|0.0.0.127|2|1|About Albert Einstein, rt of defending the Allied forces, but largely denounced using the new discovery of nuclear fission|122|687194767587
1355060265403|1355269512518|false|1168231106994|""|0.0.0.117|1|1|About Albert Einstein, ds, and with his subsequent theory of gravitation in 1916, he published a|97|687194767587
1339658972838|1356998400000|false|962072676793|""|0.0.0.48|2|1|About Slavoj Žižek, y, capitalism, fundamentalism, racism, tolerance, About Reba McEntire, ed to as|99|687194767587
1339742402838|1356998400000|false|962072676802|""|0.0.0.48|2|1|About Maurice Ravel, ound and instrumenAbout Slavoj Žižek, t was not until thAbout Ferdinand II of Aragon|105|687194767587
1339816877838|1356998400000|false|962072676811|""|0.0.0.237|1|1|About Slavoj Žižek, ng in the trAbout Blue Christmas, cially in thAbout I Shall Be Released, c|94|687194767587
1339710497838|1356998400000|false|962072676831|""|0.0.0.237|1|1|About Slavoj Žižek, itute of Sociology University ofAbout East Germany,  described as one of se|95|687194767587
1339676522838|1356998400000|false|962072676851|""|0.0.0.174|1|1|About Augustine of Hippo, is thoughts profoAbout Slavoj Žižek, ognition as a socAbout Mark Twain,  which would la|113|687194767587
1339767557838|1356998400000|false|962072676864|""|0.0.0.174|1|1|About Nicolas Sarkozy, . As a former presidAbout Pope Paul VI,  elevated him to theAbout Slavoj Žižek, ceton University|119|687194767587
1339752572838|1352072456188|false|962072676877|""|0.0.0.77|2|1|About Slavoj Žižek,  current social pAbout Barack Obama, gn, including hisAbout Paul Newman, n A|96|687194767587
1339758872838|1352072456188|false|962072676882|""|0.0.0.20|2|1|About Slavoj Žižek,  the Humanities at Birkbeck, UnAbout Belgium,  small group of German-spe|92|687194767587
1339743482838|1356998400000|false|962072676887|""|0.0.0.25|3|1|About Jawaharlal Nehru, ed by the Indian National About Slavoj Žižek, Consortium, Princeton UnivAbout|102|687194767587
1339715357838|1356998400000|false|962072676901|""|0.0.0.97|3|1|About Slavoj Žižek, ry, film theory and tAbout Margaret Thatcher,  Opposition, as well About Funky Drummer, ding's drum b|121|687194767587
1339766657838|1356998400000|false|962072676915|""|0.0.0.118|0|1|About Slavoj Žižek, ogy, that Žižek achAbout Clement Attlee,  Labour Party to a About No One|93|687194767587
1339706312838|1356998400000|false|962072676930|""|0.0.0.118|0|1|About Slavoj Žižek, y of California, Irvine andAbout Alicia Keys, ling artists of her time. IAbout Uptown|106|687194767587
