creationDate|id|locationIP|browserUsed|content|length
2012-12-31T02:41:24.262+00:00|1168231107121|192.100.158.95|Internet Explorer|yes|3
2012-12-31T01:25:25.529+00:00|1168231107125|46.21.0.249|Internet Explorer|roflol|6
2012-12-31T17:24:33.405+00:00|1168231107148|46.21.0.249|Internet Explorer|right|5
2012-12-31T03:05:46.173+00:00|1168231107155|58.145.168.54|Chrome|About Henry V of England, ming start, his military successes in the Hundred Years' War,|87
2012-12-31T07:48:47.794+00:00|1168231107190|46.21.0.249|Internet Explorer|roflol|6
2012-12-31T01:12:40.456+00:00|1168231107233|46.21.0.249|Internet Explorer|About Diesel and Dust, e rhythm of Beds are Burning is said About Ascension Island,  in the Canadian territory of NunavutAbout Sunga Empire, re wa|146
2012-12-31T10:37:15.901+00:00|1168231107235|41.203.147.168|Internet Explorer|About C.R.E.A.M., s produced by Wu-Tang Clan leader About Socialist Federal Republic of Yugoslavia, chy until it was dissolved in 199|133
2012-12-31T10:57:35.806+00:00|1168231107237|115.186.113.189|Safari|thx|3
2012-12-31T01:24:45.979+00:00|1168231107238|192.100.158.95|Internet Explorer|About Harold Pinter, gnosed with oesophageal cancer iAbout Sergei Rachmaninoff, a tonal palette of rich, distincAbout Diesel and Dust, S audiences. In 1989|155
2012-12-31T16:31:59.890+00:00|1168231107240|46.21.0.249|Internet Explorer|LOL|3
2012-12-31T14:33:35.129+00:00|1168231107241|180.222.139.188|Internet Explorer|cool|4
2012-12-31T01:48:51.087+00:00|1168231107242|31.209.42.207|Internet Explorer|great|5
2012-12-31T22:39:48.173+00:00|1168231107243|61.16.136.118|Chrome|thanks|6
2012-12-31T12:44:25.612+00:00|1168231107244|196.29.42.107|Firefox|About To the Faithful Departed, ril 2007. It went 4x Platinum in Taiwan, 3x PlatinumAbout Just a Girl, ease in the UK in 1996 the song only reached #38. H|154
2012-12-31T13:32:34.173+00:00|1168231107263|46.21.0.249|Internet Explorer|ok|2
2012-12-31T23:13:01.291+00:00|1168231109189|1.29.220.142|Chrome|no way!|7
2012-12-31T10:37:29.065+00:00|1168231109207|31.41.169.140|Chrome|fine|4
2012-12-31T12:29:25.050+00:00|1168231109223|1.2.2.77|Firefox|About Robert E. Lee,  for reconciliation between the North and South. After the war,|85
2012-12-31T18:19:46.094+00:00|1168231109225|27.122.45.252|Internet Explorer|About Mr Crowley, ng. It is also a playable song in the 2008 music rhythm|74
2012-12-31T22:09:34.056+00:00|1168231109230|31.192.109.124|Internet Explorer|fine|4
2012-12-31T20:53:16.327+00:00|1168231109231|1.88.156.174|Internet Explorer|duh|3
2012-12-31T20:36:09.936+00:00|1168231109232|31.42.205.207|Firefox|About Fernando González, bronze in singles at Athens 2004, and silAbout James Bon|81
2012-12-31T22:58:05.910+00:00|1168231109233|24.38.139.231|Firefox|I see|5
2012-12-31T21:55:47.427+00:00|1168231109234|46.154.44.101|Firefox|LOL|3
2012-12-31T20:37:11.692+00:00|1168231109235|1.29.220.142|Chrome|no way!|7
2012-12-31T20:36:43.456+00:00|1168231109236|91.223.132.248|Internet Explorer|thanks|6
2012-12-31T22:12:03.074+00:00|1168231109237|27.122.45.252|Internet Explorer|thx|3
2012-12-31T12:28:07.407+00:00|1168231109245|31.41.169.140|Chrome|About Fernando González, ach Olympic medal (gold in doubles and broAbout Azuchi–Mom|83
2012-12-31T17:52:16.017+00:00|1168231109246|49.50.77.195|Firefox|ok|2
2012-12-31T11:43:15.109+00:00|1168231109259|27.4.90.237|Internet Explorer|About Louis XIII of France, he young king to take power, in 1617, by exiling his mo|83
2012-12-31T20:27:47.241+00:00|1168231109263|103.1.176.97|Safari|ok|2
2012-12-31T03:44:34.074+00:00|1168231109283|31.24.165.15|Firefox|right|5
