creationDate|Forum.id|Post.id
2012-10-03T14:18:26.144+00:00|1099511627854|1099511628570
2012-10-03T14:18:27.144+00:00|1099511627854|1099511628571
2012-10-03T14:18:28.144+00:00|1099511627854|1099511628572
2012-10-03T14:18:29.144+00:00|1099511627854|1099511628573
2012-10-03T14:18:30.144+00:00|1099511627854|1099511628574
2012-10-03T14:18:31.144+00:00|1099511627854|1099511628575
2012-10-03T14:18:32.144+00:00|1099511627854|1099511628576
2012-10-03T14:18:33.144+00:00|1099511627854|1099511628577
2012-10-03T14:18:34.144+00:00|1099511627854|1099511628578
2012-10-03T14:18:35.144+00:00|1099511627854|1099511628579
2012-10-03T14:18:36.144+00:00|1099511627854|1099511628580
2012-10-03T14:18:37.144+00:00|1099511627854|1099511628581
