creationDate|Forum.id|Person.id
2012-12-29T08:21:46.139+00:00|1168231104928|2199023255573
2012-12-29T22:40:08.672+00:00|1168231104928|28587302322180
2012-12-29T05:46:30.844+00:00|1168231104928|37383395344394
2012-12-29T05:55:59.731+00:00|1168231104928|26388279066658
2012-12-29T09:30:48.545+00:00|1168231104928|32985348833318
2012-12-29T22:56:13.426+00:00|1168231104929|28587302322209
2012-12-29T21:53:30.384+00:00|1168231104929|30786325577740
2012-12-29T11:48:40.210+00:00|1168231104929|35184372088856
2012-12-29T22:31:02.732+00:00|1168231104929|26388279066658
2012-12-29T23:31:56.232+00:00|1168231104929|32985348833291
2012-12-29T21:02:18.680+00:00|1168231104929|13194139533342
2012-12-29T20:55:44.684+00:00|1168231104929|21990232555527
2012-12-29T13:44:02.004+00:00|1168231104929|21990232555526
