creationDate|Post.id|Place.id
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2012-04-05T02:04:33.418+00:00|893353197729|1
2011-10-13T00:27:07.087+00:00|687194767522|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
2011-08-22T05:11:31.331+00:00|618475291140|92
