creationDate|id|imageFile|locationIP|browserUsed|language|content|length
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
2012-04-05T02:04:33.418+00:00|893353197729|photo893353197729.jpg|27.131.221.93|Internet Explorer|||0
