1325145399032|1577664000000|false|24189255811081|24189255811109|0.9296875
1325145399032|1577664000000|false|24189255811081|26388279066658|0.6796875
1325145399032|1577664000000|false|24189255811081|26388279066668|0.984375
1325145399032|1577664000000|false|24189255811081|28587302322180|0.7890625
1325145399032|1577664000000|false|24189255811081|28587302322196|0.75390625
1325145399032|1577664000000|false|24189255811081|35184372088834|0.96875
1285580250742|1328030985363|true|8796093022249|10995116277782|0.9375
1285580250742|1328030985363|true|8796093022249|13194139533355|1.0
1285580250742|1328030985363|true|8796093022249|19791209299968|1.0
1285580250742|1328030985363|true|8796093022249|24189255811081|0.95703125
1285580250742|1328030985363|true|8796093022249|26388279066658|0.63671875
