creationDate|Comment.id|Place.id
2012-12-27T06:53:41.974+00:00|1168231107766|1
2012-12-27T17:18:47.731+00:00|1168231107800|97
2012-12-27T06:30:57.854+00:00|1168231107808|1
2012-12-27T06:32:02.184+00:00|1168231107809|53
2012-12-27T15:20:53.553+00:00|1168231107813|1
2012-12-27T07:58:18.480+00:00|1168231107859|1
2012-12-27T12:31:49.389+00:00|1168231107876|1
2012-12-27T08:32:03.139+00:00|1168231107880|1
2012-12-27T00:38:10.423+00:00|1168231109247|71
2012-12-27T05:36:10.089+00:00|1168231109248|1
2012-12-27T02:46:40.084+00:00|1168231109254|92
2012-12-27T08:56:30.328+00:00|1168231109265|78
2012-12-27T03:29:08.712+00:00|1168231109268|92
2012-12-27T23:50:18.014+00:00|1168231109278|52
