creationDate|Comment.id|Person.id
2012-12-23T13:37:42.768+00:00|1168231106772|35184372088850
2012-12-23T14:01:22.787+00:00|1168231107127|14
2012-12-23T06:25:57.248+00:00|1168231107128|17592186044461
2012-12-23T01:35:01.754+00:00|1168231107129|14
2012-12-23T19:36:39.909+00:00|1168231107130|24189255811081
2012-12-23T09:47:38.877+00:00|1168231107132|2199023255573
2012-12-23T06:33:59.676+00:00|1168231107133|28587302322196
2012-12-23T06:26:58.581+00:00|1168231107136|10995116277782
2012-12-23T10:05:03.797+00:00|1168231107137|8796093022237
2012-12-23T20:39:06.914+00:00|1168231107138|8796093022234
2012-12-23T21:19:12.553+00:00|1168231107139|10995116277783
