creationDate|Comment.id|Place.id
2012-12-10T17:48:40.785+00:00|1168231106902|97
2012-12-10T12:00:04.418+00:00|1168231106957|51
2012-12-10T23:37:34.957+00:00|1168231106959|1
2012-12-10T12:29:13.379+00:00|1168231107019|51
2012-12-10T00:07:44.190+00:00|1168231107072|57
2012-12-10T00:08:25.005+00:00|1168231107073|0
2012-12-10T18:17:30.932+00:00|1168231109527|49
2012-12-10T21:04:14.571+00:00|1168231109528|86
2012-12-10T19:54:31.486+00:00|1168231109529|59
2012-12-10T22:04:31.060+00:00|1168231109530|59
2012-12-10T19:36:24.513+00:00|1168231109532|86
2012-12-10T21:50:00.334+00:00|1168231109533|86
2012-12-10T20:01:19.517+00:00|1168231109535|56
2012-12-10T22:04:31.596+00:00|1168231109546|97
