creationDate|Comment1.id|Comment2.id
2012-10-26T00:42:59.398+00:00|1099511629084|1099511629081
2012-10-26T15:05:44.438+00:00|1099511630303|1099511630300
2012-10-26T15:06:54.303+00:00|1099511630352|1099511630349
2012-10-26T14:22:11.269+00:00|1099511630353|1099511630348
2012-10-26T16:00:31.331+00:00|1099511630354|1099511630348
2012-10-26T19:26:38.101+00:00|1099511630355|1099511630349
2012-10-26T19:26:48.964+00:00|1099511630356|1099511630355
2012-10-26T19:31:48.229+00:00|1099511630358|1099511630355
2012-10-26T22:42:24.866+00:00|1099511630452|1099511630441
2012-10-26T18:06:19.237+00:00|1099511630553|1099511630552
2012-10-26T20:05:23.605+00:00|1099511630554|1099511630553
2012-10-26T18:09:52.334+00:00|1099511630559|1099511630553
2012-10-26T22:32:00.921+00:00|1099511630560|1099511630553
