creationDate|Comment.id|Place.id
2012-11-29T21:59:21.583+00:00|1168231105894|60
2012-11-29T17:56:12.206+00:00|1168231105903|60
2012-11-29T18:11:17.308+00:00|1168231107062|40
2012-11-29T18:13:10.669+00:00|1168231107075|101
2012-11-29T23:04:07.554+00:00|1168231107077|101
2012-11-29T18:37:34.946+00:00|1168231107765|86
2012-11-29T17:43:00.269+00:00|1168231107841|86
2012-11-29T17:56:52.011+00:00|1168231107896|12
2012-11-29T21:37:00.417+00:00|1168231107902|86
2012-11-29T17:38:49.475+00:00|1168231107903|54
