creationDate|Comment.id|Person.id
2012-12-25T10:26:40.340+00:00|1168231106737|28587302322204
2012-12-25T11:10:57.955+00:00|1168231106738|30786325577740
2012-12-25T17:31:20.616+00:00|1168231106739|17592186044443
2012-12-25T17:31:30.037+00:00|1168231106740|21990232555526
2012-12-25T11:47:41.581+00:00|1168231106741|10995116277808
2012-12-25T11:30:34.729+00:00|1168231106742|2199023255573
2012-12-25T13:21:48.944+00:00|1168231106743|19791209299987
2012-12-25T12:19:43.462+00:00|1168231106744|2199023255557
2012-12-25T13:15:08.750+00:00|1168231106748|8796093022234
2012-12-25T14:59:35.388+00:00|1168231106752|6597069766702
2012-12-25T14:39:01.289+00:00|1168231106753|13194139533355
2012-12-25T03:21:25.569+00:00|1168231106782|35184372088856
2012-12-25T22:15:38.687+00:00|1168231109180|35184372088871
2012-12-25T13:29:28.799+00:00|1168231109252|14
2012-12-25T14:54:04.947+00:00|1168231109255|32
2012-12-25T11:49:56.265+00:00|1168231109256|35184372088850
2012-12-25T16:09:57.697+00:00|1168231109257|6597069766702
2012-12-25T22:35:34.968+00:00|1168231109261|32
2012-12-25T12:34:59.243+00:00|1168231109270|2199023255594
2012-12-25T15:12:40.808+00:00|1168231109276|32
