creationDate|Comment.id|Place.id
2012-10-30T17:45:33.258+00:00|1099511629182|101
2012-10-30T17:34:42.668+00:00|1099511629190|101
2012-10-30T19:43:59.873+00:00|1099511629211|101
2012-10-30T19:46:26.866+00:00|1099511629212|61
2012-10-30T23:00:00.618+00:00|1099511629217|101
2012-10-30T17:30:40.472+00:00|1099511629222|101
2012-10-30T16:45:52.233+00:00|1099511630308|53
2012-10-30T17:01:39.725+00:00|1099511630309|101
2012-10-30T16:07:24.775+00:00|1099511630313|101
2012-10-30T06:22:47.315+00:00|1099511630448|101
2012-10-30T09:22:01.293+00:00|1099511630451|89
2012-10-30T06:23:00.747+00:00|1099511630455|48
