creationDate|Comment.id|Place.id
2012-11-24T03:36:34.117+00:00|1168231105896|82
2012-11-24T04:12:00.924+00:00|1168231105898|101
2012-11-24T00:49:06.915+00:00|1168231105899|52
2012-11-24T06:12:35.489+00:00|1168231105901|49
2012-11-24T13:07:09.924+00:00|1168231105904|49
2012-11-24T07:56:24.067+00:00|1168231105905|101
2012-11-24T05:31:33.688+00:00|1168231105906|101
2012-11-24T13:41:49.875+00:00|1168231106873|59
2012-11-24T08:02:59.286+00:00|1168231109648|86
2012-11-24T02:24:40.401+00:00|1168231109651|86
2012-11-24T16:27:04.436+00:00|1168231109660|86
2012-11-24T07:35:02.080+00:00|1168231109664|86
2012-11-24T20:17:04.903+00:00|1168231109665|86
2012-11-24T20:37:30.785+00:00|1168231109666|48
