1311716494142,1577664000000,false,19791209299968,285
1289663409443,1577664000000,false,10995116277761,1147
1349128911812,1577664000000,false,35184372088834,642
1341276916938,1577664000000,false,30786325577731,866
1333102272788,1577664000000,false,28587302322180,554
1269454444882,1577664000000,false,2199023255557,1014
1317864211981,1577664000000,false,21990232555526,411
1318824525182,1577664000000,false,21990232555527,339
1326224694406,1577664000000,false,26388279066632,958
1325145399032,1577664000000,false,24189255811081,510
1353622525962,1577664000000,false,37383395344394,632
1346807006184,1577664000000,false,32985348833291,350
1340714255179,1577664000000,false,30786325577740,1073
1299944442861,1577664000000,false,15393162788877,1410
1262531431499,1577664000000,false,14,1166
1332192634350,1577664000000,false,28587302322191,426
1264943583929,1577664000000,false,16,1284
1326412502878,1577664000000,false,26388279066641,1226
1351937025388,1577664000000,false,35184372088850,1332
1312433278173,1577664000000,false,19791209299987,1452
1331651768597,1577664000000,false,28587302322196,531
1271554041494,1577664000000,false,2199023255573,779
1293168334086,1577664000000,false,10995116277782,699
1290356186476,1577664000000,false,10995116277783,877
1351999875404,1577664000000,false,35184372088856,388
1353779521966,1577664000000,false,37383395344409,1177
1326498382926,1577664000000,false,26388279066650,125
1263909070863,1577664000000,false,27,1282
1353963223769,1577664000000,false,37383395344412,1363
1311058269287,1577664000000,false,19791209299997,452
1288244969470,1577664000000,false,8796093022238,1369
1298880809086,1577664000000,false,13194139533343,605
1325467280107,1577664000000,false,24189255811104,737
1263942187674,1577664000000,false,33,969
1331959549301,1577664000000,false,28587302322210,972
1302797360493,1577664000000,false,15393162788899,786
1348883310128,1577664000000,false,35184372088868,255
1356750811481,1577664000000,false,37383395344421,407
1349921735818,1577664000000,false,35184372088870,747
1344412408961,1577664000000,false,32985348833319,858
1329767030441,1577664000000,false,26388279066664,588
1314003116139,1577664000000,false,19791209300009,185
1313907075212,1577664000000,false,19791209300010,966
1283214274501,1577664000000,false,6597069766699,148
1277243331442,1577664000000,false,4398046511148,841
1278819878819,1577664000000,false,6597069766701,1264
1299461147322,1577664000000,false,15393162788910,750
1263062237970,1577664000000,false,47,1356
1302748729734,1577664000000,false,15393162788912,1249
1322356111517,1577664000000,false,24189255811121,144
