creationDate|Comment.id|Post.id
2012-09-16T07:36:01.920+00:00|1099511630434|1099511630432
2012-09-16T02:21:46.679+00:00|1099511630436|1099511630432
2012-09-16T07:26:03.960+00:00|1099511630472|1099511630457
2012-09-16T09:51:33.762+00:00|1099511630477|1099511630457
2012-09-16T15:31:21.718+00:00|1099511630481|1099511630480
2012-09-16T16:33:38.961+00:00|1099511630483|1099511630480
2012-09-16T12:07:44.822+00:00|1099511630510|1099511630509
2012-09-16T19:42:35.254+00:00|1099511630511|1099511630509
2012-09-16T13:51:05.796+00:00|1099511630535|1099511630532
2012-09-16T10:57:04.768+00:00|1099511630539|1099511630537
2012-09-16T17:47:38.189+00:00|1099511630545|1099511630544
2012-09-16T13:38:37.392+00:00|1099511630561|1099511630550
