creationDate|id|locationIP|browserUsed|content|length
2012-12-11T10:53:11.846+00:00|1168231106804|58.145.168.54|Chrome|ok|2
2012-12-11T05:50:09.219+00:00|1168231106809|58.145.168.54|Chrome|thx|3
2012-12-11T10:05:44.492+00:00|1168231106879|41.74.150.41|Firefox|yes|3
2012-12-11T06:58:43.323+00:00|1168231106913|58.145.168.54|Chrome|right|5
2012-12-11T08:11:38.372+00:00|1168231106958|49.206.89.61|Safari|About Pope Benedict XVI, he Congregation for the DAbout Pope John XXIII,  born Angelo Giuseppe RonAbout Slavoj Žižek, umanities at Birkbeck, UnAbou|147
2012-12-11T08:21:10.312+00:00|1168231106961|1.88.156.174|Internet Explorer|cool|4
2012-12-11T06:25:46.102+00:00|1168231106969|197.220.203.36|Firefox|ok|2
2012-12-11T20:41:36.225+00:00|1168231106971|49.206.89.61|Safari|cool|4
2012-12-11T23:49:23.949+00:00|1168231106973|91.223.132.248|Internet Explorer|great|5
2012-12-11T00:17:56.357+00:00|1168231106974|192.100.158.95|Internet Explorer|thx|3
2012-12-11T22:11:01.400+00:00|1168231107113|115.186.113.189|Safari|yes|3
2012-12-11T06:16:44.296+00:00|1168231109531|180.222.139.188|Internet Explorer|fine|4
2012-12-11T18:52:14.969+00:00|1168231109534|41.74.150.41|Firefox|About Metropolis Pt. 2: Scenes from a Memory, ery of his pasAbout South Korea, 9,79|83
2012-12-11T13:06:35.229+00:00|1168231109537|180.222.139.188|Internet Explorer|thx|3
2012-12-11T20:22:24.795+00:00|1168231109538|180.222.139.188|Internet Explorer|LOL|3
2012-12-11T10:54:01.810+00:00|1168231109539|27.122.45.252|Internet Explorer|maybe|5
2012-12-11T21:27:28.609+00:00|1168231109543|41.74.150.41|Firefox|good|4
2012-12-11T15:18:30.551+00:00|1168231109544|192.190.31.253|Chrome|maybe|5
2012-12-11T09:37:49.317+00:00|1168231109545|180.222.139.188|Internet Explorer|yes|3
