creationDate|id|locationIP|browserUsed|content|length
2012-12-10T17:48:40.785+00:00|1168231106902|41.74.150.41|Firefox|right|5
2012-12-10T12:00:04.418+00:00|1168231106957|58.145.168.54|Chrome|About Slavoj Žižek, Žižek achievAbout Charles Darwin, e fire trailAbout Percy Byss|82
2012-12-10T23:37:34.957+00:00|1168231106959|1.2.2.77|Firefox|About Isabella I of Castile, ndson, ChaAbout Percy Bysshe Shelley, 1819) and A|78
2012-12-10T12:29:13.379+00:00|1168231107019|58.145.168.54|Chrome|thx|3
2012-12-10T00:07:44.190+00:00|1168231107072|24.38.139.231|Firefox|I see|5
2012-12-10T00:08:25.005+00:00|1168231107073|49.50.77.195|Firefox|roflol|6
2012-12-10T18:17:30.932+00:00|1168231109527|192.190.31.253|Chrome|About Ovid, literature and remAbout Carlos Santana, a became famous inAbout Bob Baffert|87
2012-12-10T21:04:14.571+00:00|1168231109528|193.104.227.215|Internet Explorer|thx|3
2012-12-10T19:54:31.486+00:00|1168231109529|180.222.139.188|Internet Explorer|About Ovid, de Virgil and HoraAbout Nicholas II of Russia, ved the Russian moAbout Bob B|88
2012-12-10T22:04:31.060+00:00|1168231109530|180.222.139.188|Internet Explorer|cool|4
2012-12-10T19:36:24.513+00:00|1168231109532|193.104.227.215|Internet Explorer|About Ovid, al Latin loveAbout Carlos Santana, ly 20, 1947) About Robert De N|77
2012-12-10T21:50:00.334+00:00|1168231109533|193.104.227.215|Internet Explorer|About Bing Crosby, ultitrack recording. Along wiAbout Bob Baffert, r and trainer, whose horses hAbout Vichy France, hy are common terms used|141
2012-12-10T20:01:19.517+00:00|1168231109535|31.192.109.124|Internet Explorer|thanks|6
2012-12-10T22:04:31.596+00:00|1168231109546|41.74.150.41|Firefox|About William the Conqueror, onstruction of castles, theAbout Neil Diamond,  20|79
