creationDate|id|locationIP|browserUsed|content|length
2012-10-29T16:58:38.861+00:00|1099511630057|77.245.239.11|Firefox|About I Pity the Fool, ally recorded by Bobby Bland in 1961 for Duke Records. The|82
2012-10-29T03:07:17.332+00:00|1099511630058|46.154.44.101|Firefox|no way!|7
2012-10-29T13:03:55.003+00:00|1099511630059|41.223.177.12|Safari|About Katarina Srebotnik, of January 16, 2012), including one doubles About Augusto Pi|86
2012-10-29T03:23:31.335+00:00|1099511630060|27.112.88.106|Internet Explorer|About Katarina Srebotnik, uit, winning 30 titles (as of January 16, 2012), including one doubles Grand SlamAbout Bosnia and Herzegovina, southern interior of th|160
2012-10-29T10:55:35.226+00:00|1099511630061|61.16.136.118|Chrome|right|5
2012-10-29T07:29:49.684+00:00|1099511630063|41.223.177.12|Safari|roflol|6
2012-10-29T20:45:34.879+00:00|1099511630064|1.2.2.77|Firefox|ok|2
2012-10-29T16:06:02.337+00:00|1099511630065|1.29.220.142|Chrome|LOL|3
2012-10-29T06:12:45.786+00:00|1099511630066|189.202.102.202|Firefox|great|5
2012-10-29T07:31:18.174+00:00|1099511630067|115.186.113.189|Safari|About Katarina Srebotnik, inning 30 titles (as of January 16, 201About Borde|76
