creationDate|Comment.id|Place.id
2012-10-27T02:27:04.819+00:00|1099511629107|1
2012-10-27T19:14:23.635+00:00|1099511629109|1
2012-10-27T02:23:36.987+00:00|1099511629114|1
2012-10-27T13:47:04.926+00:00|1099511629120|1
2012-10-27T02:32:25.623+00:00|1099511629125|1
2012-10-27T11:43:10.839+00:00|1099511629133|1
2012-10-27T11:55:03.534+00:00|1099511629140|65
2012-10-27T06:33:48.138+00:00|1099511630344|92
2012-10-27T13:28:36.594+00:00|1099511630347|78
2012-10-27T02:47:54.346+00:00|1099511630357|57
2012-10-27T05:05:33.804+00:00|1099511630512|65
2012-10-27T16:54:28.631+00:00|1099511630513|65
2012-10-27T17:51:00.452+00:00|1099511630514|65
2012-10-27T20:31:56.272+00:00|1099511630518|1
2012-10-27T02:45:54.267+00:00|1099511630564|92
