creationDate|Comment.id|Tag.id
2012-12-17T02:33:28.710+00:00|1168231106857|2020
2012-12-17T04:02:08.274+00:00|1168231106864|1024
2012-12-17T04:02:08.274+00:00|1168231106864|7565
2012-12-17T11:05:21.540+00:00|1168231106866|1024
2012-12-17T11:05:21.540+00:00|1168231106866|5301
2012-12-17T11:05:21.540+00:00|1168231106866|7565
2012-12-17T11:59:31.500+00:00|1168231106869|1024
2012-12-17T11:59:31.500+00:00|1168231106869|9279
2012-12-17T15:33:14.897+00:00|1168231107142|594
2012-12-17T15:35:26.513+00:00|1168231107144|11654
2012-12-17T18:46:17.044+00:00|1168231107150|1189
