creationDate|Comment.id|Place.id
2012-10-18T23:11:25.961+00:00|1099511630090|0
2012-10-18T03:21:10.800+00:00|1099511630092|25
2012-10-18T04:29:21.752+00:00|1099511630094|65
2012-10-18T15:23:36.814+00:00|1099511630195|0
2012-10-18T12:38:56.578+00:00|1099511630200|0
2012-10-18T15:03:49.756+00:00|1099511630202|61
2012-10-18T16:09:38.896+00:00|1099511630207|71
2012-10-18T23:11:43.558+00:00|1099511630208|0
2012-10-18T16:57:48.943+00:00|1099511631513|53
2012-10-18T18:45:23.346+00:00|1099511631515|60
2012-10-18T16:17:17.784+00:00|1099511631520|53
