creationDate|Comment1.id|Comment2.id
2012-12-05T09:42:39.248+00:00|1168231105854|1099511629114
2012-12-05T12:33:43.699+00:00|1168231105855|687194768701
2012-12-05T16:34:34.832+00:00|1168231105857|687194768701
2012-12-05T06:49:22.977+00:00|1168231105862|1099511629124
2012-12-05T10:31:39.029+00:00|1168231105864|1099511629124
2012-12-05T14:31:29.326+00:00|1168231105866|1168231105865
2012-12-05T04:47:58.847+00:00|1168231105867|1168231105865
2012-12-05T04:49:55.329+00:00|1168231105868|1168231105865
2012-12-05T04:51:05.001+00:00|1168231105871|1168231105865
2012-12-05T18:13:05.705+00:00|1168231105874|1099511629133
2012-12-05T13:52:29.572+00:00|1168231106798|1099511630057
2012-12-05T08:41:54.650+00:00|1168231106916|962072676695
2012-12-05T08:26:30.342+00:00|1168231107016|962072676805
