creationDate|Comment.id|Person.id
2012-12-07T13:04:33.154+00:00|1168231106716|32985348833329
2012-12-07T16:07:29.199+00:00|1168231106718|24189255811081
2012-12-07T23:28:44.346+00:00|1168231106719|24189255811081
2012-12-07T18:41:35.231+00:00|1168231106762|10995116277808
2012-12-07T13:31:32.310+00:00|1168231106769|37383395344394
2012-12-07T17:11:10.224+00:00|1168231106792|37383395344394
2012-12-07T21:19:28.945+00:00|1168231106956|37383395344394
2012-12-07T16:09:22.450+00:00|1168231106997|37383395344394
2012-12-07T18:42:19.725+00:00|1168231107160|10995116277783
2012-12-07T18:45:09.825+00:00|1168231107161|24189255811109
2012-12-07T16:50:44.338+00:00|1168231107163|32985348833329
2012-12-07T18:41:47.874+00:00|1168231107165|10995116277782
2012-12-07T19:47:09.076+00:00|1168231107167|24189255811081
