creationDate|Person.id|Comment.id
2012-12-25T15:09:39.196+00:00|28587302322223|1168231106752
2012-12-25T15:34:10.473+00:00|2199023255557|1168231106752
2012-12-25T17:56:16.570+00:00|24189255811109|1168231106752
2012-12-25T08:18:24.397+00:00|19791209299968|1168231106782
2012-12-25T07:04:33.015+00:00|35184372088871|1168231106782
2012-12-25T23:16:45.970+00:00|10995116277808|1168231106782
2012-12-25T12:11:14.231+00:00|10995116277782|1168231106782
2012-12-25T08:46:06.461+00:00|30786325577740|1168231106782
2012-12-25T23:38:59.016+00:00|14|1168231109255
2012-12-25T14:59:03.107+00:00|32985348833318|1168231109255
2012-12-25T20:32:32.529+00:00|10995116277783|1168231109255
