creationDate|id|imageFile|locationIP|browserUsed|language|content|length|Forum.id
2012-09-20T11:07:00.540+00:00|1099511628497|photo1099511628497.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:01.540+00:00|1099511628498|photo1099511628498.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:02.540+00:00|1099511628499|photo1099511628499.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:03.540+00:00|1099511628500|photo1099511628500.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:04.540+00:00|1099511628501|photo1099511628501.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:05.540+00:00|1099511628502|photo1099511628502.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:06.540+00:00|1099511628503|photo1099511628503.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:07.540+00:00|1099511628504|photo1099511628504.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:08.540+00:00|1099511628505|photo1099511628505.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:09.540+00:00|1099511628506|photo1099511628506.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:10.540+00:00|1099511628507|photo1099511628507.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:11.540+00:00|1099511628508|photo1099511628508.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
2012-09-20T11:07:12.540+00:00|1099511628509|photo1099511628509.jpg|31.209.42.207|Internet Explorer|""|""|0|1099511627847
