creationDate|Comment.id|Tag.id
2012-12-30T11:03:46.738+00:00|1168231107118|1747
2012-12-30T11:03:46.738+00:00|1168231107118|9216
2012-12-30T03:24:50.622+00:00|1168231109191|9269
2012-12-30T04:05:49.940+00:00|1168231109194|9172
2012-12-30T04:05:49.940+00:00|1168231109194|9269
2012-12-30T05:33:29.166+00:00|1168231109205|9269
2012-12-30T05:33:29.166+00:00|1168231109205|11411
2012-12-30T14:28:46.332+00:00|1168231109208|11571
2012-12-30T15:02:47.157+00:00|1168231109211|9907
2012-12-30T15:48:49.157+00:00|1168231109213|410
2012-12-30T15:48:49.157+00:00|1168231109213|7061
2012-12-30T14:24:09.799+00:00|1168231109215|8935
2012-12-30T19:45:36.014+00:00|1168231109217|410
2012-12-30T19:45:36.014+00:00|1168231109217|9047
2012-12-30T21:26:52.631+00:00|1168231109220|9283
2012-12-30T14:25:44.230+00:00|1168231109222|5188
2012-12-30T14:25:44.230+00:00|1168231109222|8935
2012-12-30T02:53:34.854+00:00|1168231109228|410
2012-12-30T02:53:34.854+00:00|1168231109228|11717
2012-12-30T02:44:51.196+00:00|1168231109249|15450
2012-12-30T01:48:58.582+00:00|1168231109272|138
2012-12-30T09:48:56.932+00:00|1168231109280|138
2012-12-30T09:48:56.932+00:00|1168231109280|11593
