creationDate|Comment.id|Place.id
2012-12-05T05:44:03.965+00:00|1168231105842|1
2012-12-05T05:18:49.029+00:00|1168231105844|1
2012-12-05T07:06:07.013+00:00|1168231105851|1
2012-12-05T09:42:39.248+00:00|1168231105854|1
2012-12-05T12:33:43.699+00:00|1168231105855|1
2012-12-05T16:34:34.832+00:00|1168231105857|1
2012-12-05T06:49:22.977+00:00|1168231105862|22
2012-12-05T10:31:39.029+00:00|1168231105864|1
2012-12-05T04:47:47.047+00:00|1168231105865|1
2012-12-05T14:31:29.326+00:00|1168231105866|1
2012-12-05T04:47:58.847+00:00|1168231105867|1
2012-12-05T04:49:55.329+00:00|1168231105868|1
2012-12-05T04:51:05.001+00:00|1168231105871|65
2012-12-05T18:13:05.705+00:00|1168231105874|1
2012-12-05T22:58:52.145+00:00|1168231106766|1
2012-12-05T16:33:43.765+00:00|1168231106768|71
2012-12-05T13:52:29.572+00:00|1168231106798|24
2012-12-05T08:41:54.650+00:00|1168231106916|90
2012-12-05T08:26:30.342+00:00|1168231107016|90
2012-12-05T05:54:53.782+00:00|1168231107236|0
2012-12-05T14:17:29.995+00:00|1168231107294|0
