creationDate|deletionDate|explicitlyDeleted|Person.id|Comment.id
2012-05-21T01:33:11.946+00:00|2013-01-01T00:00:00.000+00:00|false|26388279066655|962072675617
2012-11-03T04:33:43.382+00:00|2013-01-01T00:00:00.000+00:00|false|24189255811081|1099511629133
2012-11-03T04:33:43.382+00:00|2013-01-01T00:00:00.000+00:00|false|24189255811081|1099511629133
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-08-15T14:11:26.633+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1030792153260
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
2012-09-21T18:26:47.727+00:00|2013-01-01T00:00:00.000+00:00|false|32985348833329|1099511630552
