creationDate|deletionDate|explicitlyDeleted|Forum.id|Person.id|type
2012-04-27T06:45:06.674+00:00|2012-09-07T21:09:36.645+00:00|false|68719476752|13194139533355|WALL
2012-05-17T19:59:24.966+00:00|2019-12-30T00:00:00.000+00:00|false|68719476752|24189255811081|WALL
2011-11-07T22:05:20.543+00:00|2019-12-30T00:00:00.000+00:00|false|19|2199023255594|WALL
2012-06-14T05:43:35.817+00:00|2019-12-30T00:00:00.000+00:00|false|19|26388279066655|WALL
2012-09-22T16:53:36.452+00:00|2019-12-30T00:00:00.000+00:00|false|19|28587302322180|WALL
2012-06-29T17:45:44.905+00:00|2019-12-30T00:00:00.000+00:00|false|19|28587302322204|WALL
2011-05-23T06:01:16.143+00:00|2019-12-30T00:00:00.000+00:00|false|549755813908|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|549755813908|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|549755813908|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|549755813908|28587302322204|ALBUM
2012-01-20T18:01:57.397+00:00|2019-12-30T00:00:00.000+00:00|false|824633720853|2199023255594|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|824633720853|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|824633720853|28587302322204|ALBUM
2011-12-11T15:06:58.776+00:00|2019-12-30T00:00:00.000+00:00|false|755914244118|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|755914244118|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|755914244118|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|755914244118|28587302322204|ALBUM
2011-07-10T15:36:50.808+00:00|2019-12-30T00:00:00.000+00:00|false|618475290647|2199023255594|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|618475290647|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|618475290647|28587302322204|ALBUM
2012-08-29T16:42:47.593+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151064|2199023255594|ALBUM
2012-08-29T16:42:47.593+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151064|26388279066655|ALBUM
2012-08-29T16:42:47.593+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151064|28587302322180|ALBUM
2011-03-13T14:23:04.931+00:00|2019-12-30T00:00:00.000+00:00|false|481036337177|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|481036337177|26388279066655|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|481036337177|28587302322204|ALBUM
2010-06-22T06:17:23.975+00:00|2019-12-30T00:00:00.000+00:00|false|137438953498|2199023255594|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|137438953498|28587302322180|ALBUM
2010-11-14T23:07:57.147+00:00|2019-12-30T00:00:00.000+00:00|false|343597383707|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|343597383707|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|343597383707|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|343597383707|28587302322204|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|343597383708|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|343597383708|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|343597383708|28587302322204|ALBUM
2010-05-15T21:53:10.622+00:00|2019-12-30T00:00:00.000+00:00|false|137438953501|2199023255594|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|137438953501|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|137438953501|28587302322204|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|137438953502|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|137438953502|28587302322180|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|481036337183|26388279066655|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|481036337183|28587302322204|ALBUM
2011-01-28T04:20:49.627+00:00|2019-12-30T00:00:00.000+00:00|false|412316860448|2199023255594|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|412316860448|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|412316860448|28587302322204|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|687194767393|26388279066655|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|687194767393|28587302322204|ALBUM
2010-07-22T19:50:51.336+00:00|2019-12-30T00:00:00.000+00:00|false|206158430242|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|206158430242|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|206158430242|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|206158430242|28587302322204|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|618475290659|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|618475290659|28587302322180|ALBUM
2010-07-25T17:47:00.767+00:00|2019-12-30T00:00:00.000+00:00|false|206158430244|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|206158430244|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|206158430244|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|206158430244|28587302322204|ALBUM
2010-07-23T04:56:09.665+00:00|2019-12-30T00:00:00.000+00:00|false|206158430245|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|206158430245|26388279066655|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|206158430245|28587302322204|ALBUM
2010-03-25T19:47:07.026+00:00|2019-12-30T00:00:00.000+00:00|false|68719476774|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|68719476774|26388279066655|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|68719476774|28587302322204|ALBUM
2012-01-04T10:16:02.478+00:00|2019-12-30T00:00:00.000+00:00|false|755914244135|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|755914244135|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|755914244135|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|755914244135|28587302322204|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|824633720872|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|824633720872|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|824633720872|28587302322204|ALBUM
2012-03-17T02:47:30.324+00:00|2019-12-30T00:00:00.000+00:00|false|893353197609|2199023255594|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|893353197609|28587302322180|ALBUM
2012-07-04T01:34:31.380+00:00|2019-12-30T00:00:00.000+00:00|false|962072674346|2199023255594|ALBUM
2012-07-04T01:34:31.380+00:00|2019-12-30T00:00:00.000+00:00|false|962072674346|26388279066655|ALBUM
2012-07-04T01:34:31.380+00:00|2019-12-30T00:00:00.000+00:00|false|962072674346|28587302322180|ALBUM
2012-07-04T01:34:31.380+00:00|2019-12-30T00:00:00.000+00:00|false|962072674346|28587302322204|ALBUM
2011-01-11T21:15:53.167+00:00|2019-12-30T00:00:00.000+00:00|false|412316860459|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|412316860459|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|412316860459|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|412316860459|28587302322204|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|68719476780|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|68719476780|28587302322204|ALBUM
2012-03-08T22:17:27.324+00:00|2019-12-30T00:00:00.000+00:00|false|893353197613|2199023255594|ALBUM
2012-03-08T22:17:27.324+00:00|2019-12-30T00:00:00.000+00:00|false|893353197613|26388279066655|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|893353197613|28587302322204|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|687194767406|28587302322204|ALBUM
2011-09-10T05:08:51.579+00:00|2019-12-30T00:00:00.000+00:00|false|687194767407|2199023255594|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|687194767407|28587302322180|ALBUM
2011-03-06T19:13:49.912+00:00|2019-12-30T00:00:00.000+00:00|false|481036337200|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|481036337200|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|481036337200|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|481036337200|28587302322204|ALBUM
2010-12-19T04:54:16.285+00:00|2019-12-30T00:00:00.000+00:00|false|343597383729|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|343597383729|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|343597383729|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|343597383729|28587302322204|ALBUM
2011-08-23T09:53:11.426+00:00|2019-12-30T00:00:00.000+00:00|false|618475290674|2199023255594|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|618475290674|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|618475290674|28587302322180|ALBUM
2012-04-08T11:48:04.301+00:00|2019-12-30T00:00:00.000+00:00|false|618475290674|28587302322204|ALBUM
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|137438953523|26388279066655|ALBUM
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|137438953523|28587302322180|ALBUM
