creationDate|deletionDate|explicitlyDeleted|Comment.id|Person.id
2012-06-29T18:59:44.956+00:00|2013-01-01T00:00:00.000+00:00|false|962072674467|28587302322204
2012-09-22T16:57:39.979+00:00|2013-01-01T00:00:00.000+00:00|false|1099511627940|28587302322180
2012-07-19T13:47:41.728+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151560|24189255811081
2012-07-19T15:21:15.100+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151561|24189255811081
2012-11-15T05:14:35.531+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105034|32985348833329
2012-07-02T11:10:43.970+00:00|2013-01-01T00:00:00.000+00:00|false|962072674827|17592186044443
2012-07-02T09:01:05.378+00:00|2013-01-01T00:00:00.000+00:00|false|962072674828|26388279066668
2012-12-16T12:33:06.664+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105037|35184372088856
2012-07-02T18:16:03.788+00:00|2013-01-01T00:00:00.000+00:00|false|962072674830|26388279066641
2012-07-19T02:26:23.011+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151567|10995116277782
2012-08-23T08:57:55.861+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151568|28587302322204
2012-11-15T08:40:45.161+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105041|32985348833329
2012-08-23T07:18:07.432+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151570|28587302322204
2012-08-01T06:15:28.082+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151571|28587302322223
2012-07-02T06:10:58.455+00:00|2013-01-01T00:00:00.000+00:00|false|962072674836|26388279066668
2012-08-01T07:06:41.752+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151573|28587302322223
2012-07-02T06:07:56.908+00:00|2013-01-01T00:00:00.000+00:00|false|962072674838|26388279066641
2012-07-19T06:31:35.870+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151575|26388279066668
2012-08-27T13:17:07.561+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151577|30786325577731
2012-07-31T07:31:47.056+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151578|13194139533352
2012-08-27T15:57:29.444+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151579|30786325577731
2012-07-31T09:20:26.232+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151580|24189255811081
2012-10-03T03:58:54.239+00:00|2013-01-01T00:00:00.000+00:00|false|1099511628317|26388279066655
2012-07-31T10:24:37.798+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151582|26388279066641
2012-08-27T16:27:50.488+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151583|26388279066641
2012-07-31T19:15:16.928+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151584|24189255811081
2012-08-28T01:57:21.610+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151585|30786325577731
2012-11-15T07:18:04.336+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105058|32985348833329
2012-08-28T15:39:47.552+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151587|13194139533352
2012-08-27T16:02:23.482+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151588|13194139533352
2012-11-15T12:49:03.974+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105061|32985348833329
2012-08-27T16:02:59.702+00:00|2013-01-01T00:00:00.000+00:00|false|1030792151590|28587302322204
2012-09-09T12:18:07.402+00:00|2013-01-01T00:00:00.000+00:00|false|1099511628327|2199023255594
2012-09-22T19:18:04.981+00:00|2013-01-01T00:00:00.000+00:00|false|1099511628328|16
2012-10-25T20:39:16.383+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629079|26388279066658
2012-10-25T23:46:01.548+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629080|26388279066655
2012-10-25T21:26:07.642+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629081|26388279066655
2012-10-25T17:05:19.616+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629082|13194139533352
2012-10-25T21:26:17.735+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629083|26388279066658
2012-10-26T00:42:59.398+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629084|17592186044443
2012-05-18T15:20:34.006+00:00|2013-01-01T00:00:00.000+00:00|false|962072675614|13194139533352
2012-05-18T12:20:04.808+00:00|2013-01-01T00:00:00.000+00:00|false|962072675615|17592186044443
2012-05-17T20:28:59.395+00:00|2013-01-01T00:00:00.000+00:00|false|962072675616|17592186044443
2012-05-18T00:59:18.193+00:00|2013-01-01T00:00:00.000+00:00|false|962072675617|2199023255594
2012-10-02T17:00:10.085+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629090|26388279066655
2012-05-17T20:51:57.539+00:00|2013-01-01T00:00:00.000+00:00|false|962072675619|2199023255594
2012-07-13T19:54:52.562+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152357|26388279066658
2011-11-21T03:40:43.375+00:00|2013-01-01T00:00:00.000+00:00|false|755914245414|13194139533352
2012-07-13T23:03:08.231+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152359|26388279066658
2012-02-28T17:22:51.967+00:00|2013-01-01T00:00:00.000+00:00|false|824633722152|17592186044443
2012-10-02T21:49:32.268+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629097|26388279066655
2012-07-13T21:50:58.357+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152362|2199023255594
2012-02-28T15:02:57.887+00:00|2013-01-01T00:00:00.000+00:00|false|824633722155|17592186044443
2012-10-03T14:30:35.861+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629100|13194139533352
2012-02-29T00:54:47.968+00:00|2013-01-01T00:00:00.000+00:00|false|824633722157|17592186044443
2012-07-13T19:55:24.460+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152366|13194139533352
2012-07-13T16:53:32.534+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152367|26388279066658
2012-07-13T18:46:10.614+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152368|26388279066658
2012-12-05T05:44:03.965+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105842|35184372088856
2012-10-27T02:27:04.819+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629107|24189255811109
2012-12-05T05:18:49.029+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105844|35184372088856
2012-10-27T19:14:23.635+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629109|24189255811109
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|false|687194768694|2199023255557
2011-10-19T13:08:02.766+00:00|2013-01-01T00:00:00.000+00:00|false|687194768695|2199023255557
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|false|687194768696|2199023255557
2011-10-18T22:25:10.886+00:00|2013-01-01T00:00:00.000+00:00|false|687194768697|2199023255557
2012-10-27T02:23:36.987+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629114|24189255811109
2012-12-05T07:06:07.013+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105851|35184372088856
2012-10-14T16:05:42.819+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629116|24189255811081
