creationDate|id|locationIP|browserUsed|content|length
2012-12-05T05:44:03.965+00:00|1168231105842|27.98.220.136|Internet Explorer|good|4
2012-12-05T05:18:49.029+00:00|1168231105844|27.98.220.136|Firefox|no way!|7
2012-12-05T07:06:07.013+00:00|1168231105851|27.98.220.136|Firefox|thanks|6
2012-12-05T09:42:39.248+00:00|1168231105854|27.98.220.136|Firefox|right|5
2012-12-05T12:33:43.699+00:00|1168231105855|27.98.220.136|Firefox|thanks|6
2012-12-05T16:34:34.832+00:00|1168231105857|27.98.220.136|Firefox|yes|3
2012-12-05T06:49:22.977+00:00|1168231105862|41.208.113.147|Firefox|thanks|6
2012-12-05T10:31:39.029+00:00|1168231105864|27.98.220.136|Firefox|ok|2
2012-12-05T04:47:47.047+00:00|1168231105865|27.98.220.136|Firefox|About Livy, ustus's wife, Livia, About William Randolph Hearst,  American journa|80
2012-12-05T14:31:29.326+00:00|1168231105866|27.98.220.136|Firefox|About Livy, people. Ab Urbe Condita Libri, About Diana, Princess of Wales, es, and an emin|90
2012-12-05T04:47:58.847+00:00|1168231105867|27.98.220.136|Firefox|LOL|3
2012-12-05T04:49:55.329+00:00|1168231105868|27.112.88.106|Internet Explorer|thx|3
2012-12-05T04:51:05.001+00:00|1168231105871|203.215.63.48|Firefox|no way!|7
2012-12-05T18:13:05.705+00:00|1168231105874|27.98.220.136|Firefox|ok|2
2012-12-05T22:58:52.145+00:00|1168231106766|1.2.2.77|Firefox|great|5
2012-12-05T16:33:43.765+00:00|1168231106768|196.1.135.241|Internet Explorer|About Arthur Conan Doyle, allenger. He was a prolific writer whose other w|74
2012-12-05T13:52:29.572+00:00|1168231106798|217.71.191.216|Internet Explorer|cool|4
2012-12-05T08:41:54.650+00:00|1168231106916|41.203.147.168|Internet Explorer|good|4
2012-12-05T08:26:30.342+00:00|1168231107016|41.203.147.168|Internet Explorer|About Prince Philip, Duke of Edinburgh,  family, but hiAbout Bo Diddley, ues to rock &|86
2012-12-05T05:54:53.782+00:00|1168231107236|49.206.89.61|Safari|LOL|3
2012-12-05T14:17:29.995+00:00|1168231107294|49.206.89.61|Safari|duh|3
