creationDate|Comment1.id|Comment2.id
2012-11-12T03:03:22.775+00:00|1168231106914|962072676697
2012-11-12T20:37:52.335+00:00|1168231106918|1168231106914
2012-11-12T06:20:16.362+00:00|1168231107253|1099511630513
2012-11-12T02:51:57.087+00:00|1168231107299|1099511630553
2012-11-12T08:16:00.571+00:00|1168231107785|687194770631
2012-11-12T23:03:05.266+00:00|1168231108717|1168231108716
2012-11-12T03:38:54.926+00:00|1168231108729|755914248312
2012-11-12T22:38:10.427+00:00|1168231108733|755914248312
2012-11-12T04:21:05.838+00:00|1168231108742|824633725060
2012-11-12T07:51:48.806+00:00|1168231108762|1168231108758
